Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
7,"Collins, David",SO-2,Wis.-Superior,4:22.89,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
8,"Knopp, Joel",SR-4,Minnesota-Morris,4:23.86,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
9,"Anderson, Jakin",SR-4,Bethany Lutheran,4:29.26,Kansas Relays,"Apr 13, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
10,"Zander, Joshua",JR-3,Martin Luther,4:32.48,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
11,"Hagen, Josh",SO-2,Crown,4:43.54,Bethel Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
12,"Herr-Zielke, Michael",SO-2,North Central (Minn.),4:46.44,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
13,"Hufziger, Kevin",JR-3,Wis.-Superior,5:06.44,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
14,"Azeltine, Ryan",FR-1,North Central (Minn.),5:09.03,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Men
1,"Habben, Maya",JR-3,Martin Luther,5:12.40,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
2,"Barker, Halle",SO-2,Wis.-Superior,5:12.76,Rex Foster Twilight,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
3,"Langerud, McKenna",SR-4,Minnesota-Morris,5:26.03,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
4,"Merwin, Jordan",JR-3,Bethany Lutheran,5:27.70,Norse Invite,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
5,"Tobin, Kayla",JR-3,Bethany Lutheran,5:28.56,Kansas Relays,"Apr 13, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
6,"Nelson, Abby",JR-3,Bethany Lutheran,5:29.42,Norse Invite,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
7,"Hoaglund, Ilsa",SO-2,Minnesota-Morris,5:31.99,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
8,"Hudella, Cora",FR-1,Wis.-Superior,5:32.76,Rex Foster Twilight,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
9,"Kuhlman, Chloe",JR-3,Bethany Lutheran,5:33.73,Norse Invite,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
10,"Hoaglund, Zoe",SO-2,Minnesota-Morris,5:36.50,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
11,"Boerner, Tea",SO-2,Wis.-Superior,5:39.12,Rex Foster Twilight,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
12,"Ringsmuth, Caroline",FR-1,Northwestern (Minn.),5:39.73,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
13,"Sovacool, Rachel",SO-2,Bethany Lutheran,5:59.36,Norse Invite,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
14,"Prieve, Taylor",SR-4,Minnesota-Morris,6:02.37,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
15,"Hyland, Kayley",SO-2,North Central (Minn.),6:09.74,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
16,"Hachmeister, Abby",SO-2,Minnesota-Morris,6:18.47,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
17,"Lund, Amelia",SR-4,Minnesota-Morris,6:21.95,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
18,"Rethemeyer, Hannah",SO-2,Bethany Lutheran,6:28.52,Norse Invite,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
19,"Olson, Abbee",SO-2,Martin Luther,6:30.62,SMU Cardinal Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
20,"Fox, Katie",FR-1,North Central (Minn.),7:07.16,Bethel Invitational,"Apr 15, 2023",NaN,1500 Meters,UMAC Outdoor Performance List,Women
1,"Butterfield, Michael",SO-2,Wis.-Superior,16:23.92,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
2,"Lash, Caleb",SR-4,Martin Luther,16:24.40,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
3,"Okamoto, Kei",SO-2,Wis.-Superior,16:38.36,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
4,"Johnson, Kieran",SO-2,Wis.-Superior,16:56.39,Rex Foster Twilight,"Apr 7, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
5,"Hutchinson, Elijah",FR-1,Martin Luther,17:13.48,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
6,"Strukel, Grant",JR-3,Minnesota-Morris,17:17.66,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
7,"Hoppe, Josiah",SO-2,Bethany Lutheran,17:25.31,Norse Invite,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
8,"Nelson, Calvin",SO-2,Minnesota-Morris,17:35.65,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
9,"Edmondson, Trace",JR-3,Bethany Lutheran,17:48.63,Norse Invite,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Men
1,"Barker, Halle",SO-2,Wis.-Superior,18:59.41,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
2,"Habben, Maya",JR-3,Martin Luther,19:44.60,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
3,"Tobin, Kayla",JR-3,Bethany Lutheran,19:49.89,Norse Invite,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
4,"Hoaglund, Ilsa",SO-2,Minnesota-Morris,19:58.91,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
5,"Hoaglund, Zoe",SO-2,Minnesota-Morris,20:24.82,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
6,"Kratz, Hannah",SR-4,Martin Luther,20:27.74,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
7,"Hudella, Cora",FR-1,Wis.-Superior,20:59.78,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
8,"Mensching, Katelyn",SO-2,Martin Luther,21:08.00,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
9,"Boerner, Tea",SO-2,Wis.-Superior,21:17.87,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
10,"Scanlon, Jeanna",SO-2,Wis.-Superior,22:21.55,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
11,"Hyland, Kayley",SO-2,North Central (Minn.),22:24.00,Bethel Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
12,"Sulzle, Hope",JR-3,Martin Luther,22:31.27,SMU Cardinal Invitational,"Apr 15, 2023",NaN,5000 Meters,UMAC Outdoor Performance List,Women
1,"Witbrod, Stephanie",SO-2,Bethany Lutheran,15.65,Kansas Relays,"Apr 13, 2023",5.4,100 Hurdles,UMAC Outdoor Performance List,Women
2,"McCue, Megan",JR-3,Bethany Lutheran,18.39,Norse Invite,"Apr 15, 2023",-1.0,100 Hurdles,UMAC Outdoor Performance List,Women
3,"Seim, Grace",SO-2,Martin Luther,18.40,SMU Cardinal Invitational,"Apr 15, 2023",-0.1,100 Hurdles,UMAC Outdoor Performance List,Women
4,"Anderson, Naomi",SO-2,Bethany Lutheran,19.67,Norse Invite,"Apr 15, 2023",-1.0,100 Hurdles,UMAC Outdoor Performance List,Women
5,"Foxen, Alison",SO-2,Martin Luther,19.68,SMU Cardinal Invitational,"Apr 15, 2023",-0.1,100 Hurdles,UMAC Outdoor Performance List,Women
6,"Newman, Jessica",JR-3,Wis.-Superior,19.92,SMU Cardinal Invitational,"Apr 15, 2023",-0.1,100 Hurdles,UMAC Outdoor Performance List,Women
7,"Kreuzer, Kenzy",SO-2,Wis.-Superior,20.96,Rex Foster Twilight,"Apr 7, 2023",2.9,100 Hurdles,UMAC Outdoor Performance List,Women
8,"Volk, Myla",FR-1,Wis.-Superior,21.69,SMU Cardinal Invitational,"Apr 15, 2023",-0.1,100 Hurdles,UMAC Outdoor Performance List,Women
1,"Lynch, Garrett",SO-2,Wis.-Superior,15.80,SMU Cardinal Invitational,"Apr 15, 2023",0.4,110 Hurdles,UMAC Outdoor Performance List,Men
2,"Marzinske, Jake",JR-3,Bethany Lutheran,15.87,Kansas Relays,"Apr 13, 2023",4.3,110 Hurdles,UMAC Outdoor Performance List,Men
3,"Foster, Earl",SO-2,Wis.-Superior,15.99,SMU Cardinal Invitational,"Apr 15, 2023",0.4,110 Hurdles,UMAC Outdoor Performance List,Men
4,"Veers, Seth",SO-2,Martin Luther,16.71,SMU Cardinal Invitational,"Apr 15, 2023",0.4,110 Hurdles,UMAC Outdoor Performance List,Men
5,"Malliet, Samuel",FR-1,Martin Luther,16.75,SMU Cardinal Invitational,"Apr 15, 2023",0.4,110 Hurdles,UMAC Outdoor Performance List,Men
6,"Stanton, Jeremiah",FR-1,Martin Luther,17.26,SMU Cardinal Invitational,"Apr 15, 2023",0.4,110 Hurdles,UMAC Outdoor Performance List,Men
7,"Lippert, Noah",FR-1,Bethany Lutheran,19.14,Norse Invite,"Apr 15, 2023",-4.2,110 Hurdles,UMAC Outdoor Performance List,Men
1,"Stanton, Jeremiah",FR-1,Martin Luther,1:00.11,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
2,"Wegner, Luke",SO-2,Martin Luther,1:04.23,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
3,"Welch, Joshua",JR-3,Minnesota-Morris,1:04.46,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
4,"Kudrle, Matt",SO-2,Minnesota-Morris,1:04.52,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
5,"Kuske, Caleb",SO-2,Crown,1:05.75,Bethel Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
6,"Lippert, Noah",FR-1,Bethany Lutheran,1:09.01,Norse Invite,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
7,"Longua, James",SO-2,Minnesota-Morris,1:12.15,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Men
1,"DeQuevedo, Alexxa",JR-3,Wis.-Superior,1:10.28,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
2,"Nelson, Emma",JR-3,Martin Luther,1:13.67,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
3,"Anderson, Naomi",SO-2,Bethany Lutheran,1:14.24,Norse Invite,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
4,"Wilson, Riley",FR-1,Wis.-Superior,1:20.05,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
5,"McCue, Megan",JR-3,Bethany Lutheran,1:22.94,Norse Invite,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
6,"Luqman, Nibras",FR-1,Minnesota-Morris,1:23.68,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
7,"Kuhlman, Chloe",JR-3,Bethany Lutheran,1:23.84,Norse Invite,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
8,"Newman, Jessica",JR-3,Wis.-Superior,1:26.57,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
9,"Kreuzer, Kenzy",SO-2,Wis.-Superior,1:26.75,Rex Foster Twilight,"Apr 7, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
10,"Lund, Amelia",SR-4,Minnesota-Morris,1:34.39,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Hurdles,UMAC Outdoor Performance List,Women
1,"Collins, David",SO-2,Wis.-Superior,10:43.43,Rex Foster Twilight,"Apr 7, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Men
2,"Sulzle, Camden",JR-3,Martin Luther,10:51.05,SMU Cardinal Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Men
3,"Johnson, Kieran",SO-2,Wis.-Superior,11:27.45,SMU Cardinal Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Men
4,"Hutchinson, Elijah",FR-1,Martin Luther,11:36.19,SMU Cardinal Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Men
1,"Pausch, Abby",SR-4,Crown,11:57.15,Bethel Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Women
2,"Merwin, Jordan",JR-3,Bethany Lutheran,12:59.00,Kansas Relays,"Apr 13, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Women
3,"Wilson, Riley",FR-1,Wis.-Superior,14:21.06,Rex Foster Twilight,"Apr 7, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Women
4,"Kreuzer, Kenzy",SO-2,Wis.-Superior,15:51.26,SMU Cardinal Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,UMAC Outdoor Performance List,Women
1,"Boss, Diakite, Rogers, Vandergon",NA,Minnesota-Morris,45.31,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 100 Relay,UMAC Outdoor Performance List,Men
2,"Kabengele, Wildauer, Wenninger, Marzinske",NA,Bethany Lutheran,47.91,Norse Invite,"Apr 15, 2023",NaN,4 x 100 Relay,UMAC Outdoor Performance List,Men
1,"Lynch, Nolte, VanDenHeuvel, Pankow",NA,Martin Luther,53.82,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 100 Relay,UMAC Outdoor Performance List,Women
1,"Lynch, Bowe, DeFoe, Kroells",NA,Wis.-Superior,3:36.63,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Men
2,"Pausma, Raasch, Wegner, Stanton",NA,Martin Luther,3:40.93,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Men
3,"Peterson, Welch, Vandergon, Shackelford",NA,Minnesota-Morris,3:43.56,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Men
4,"Burgin, Holstad, Lange, Omeja",NA,North Central (Minn.),3:43.57,Bethel Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Men
1,"Foley, Gabb, Nelson, Pankow",NA,Martin Luther,4:25.18,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Women
2,"Lanes, Smith, Miller, Johnson",NA,North Central (Minn.),4:36.64,Bethel Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Women
3,"Trucksess, Warden, Wright, Ringsmuth",NA,Northwestern (Minn.),4:41.12,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Women
4,"Kreuzer, Wilson, Hudella, Barker",NA,Wis.-Superior,5:05.96,SMU Cardinal Invitational,"Apr 15, 2023",NaN,4 x 400 Relay,UMAC Outdoor Performance List,Women
1,"Malliet, Samuel",FR-1,Martin Luther,1.90m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
1,"Lynch, Garrett",SO-2,Wis.-Superior,1.90m,Rex Foster Twilight,"Apr 7, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
3,"Weiers, Isaac",SO-2,North Central (Minn.),1.80m,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
4,"Juaire, Nehemiah",SO-2,North Central (Minn.),1.75m,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
4,"Foster, Earl",SO-2,Wis.-Superior,1.75m,Rex Foster Twilight,"Apr 7, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
4,"Rogers, Gauge",FR-1,Minnesota-Morris,1.75m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
7,"Kudrle, Matt",SO-2,Minnesota-Morris,1.70m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
8,"Sund, Kayden",SR-4,North Central (Minn.),1.60m,Bethel Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
9,"Wietzke, Andrew",SO-2,Martin Luther,1.55m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Men
1,"Brauer, Elena",FR-1,Martin Luther,1.45m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
2,"Schlei, Ella",FR-1,Martin Luther,1.40m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
3,"Beckius, Ellen",SO-2,Minnesota-Morris,1.38m,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
4,"Bader, Sidney",FR-1,Wis.-Superior,1.35m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
4,"Seim, Grace",SO-2,Martin Luther,1.35m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
4,"Volk, Myla",FR-1,Wis.-Superior,1.35m,Rex Foster Twilight,"Apr 7, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
7,"McPherson, Catie",FR-1,Wis.-Superior,1.25m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
7,"Kraemer, Kat",FR-1,Minnesota-Morris,1.25m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
7,"James, Sheena",SO-2,Minnesota-Morris,1.25m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,High Jump,UMAC Outdoor Performance List,Women
1,"Lynch, Garrett",SO-2,Wis.-Superior,4.15m,Rex Foster Twilight,"Apr 7, 2023",NaN,Pole Vault,UMAC Outdoor Performance List,Men
2,"Schibbelhut, Micah",SO-2,Martin Luther,3.55m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Pole Vault,UMAC Outdoor Performance List,Men
3,"Wietzke, Andrew",SO-2,Martin Luther,3.40m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Pole Vault,UMAC Outdoor Performance List,Men
1,"Platzer, Ally",SR-4,Martin Luther,2.60m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Pole Vault,UMAC Outdoor Performance List,Women
2,"Landwer, Maggie",SO-2,Minnesota-Morris,2.47m,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,Pole Vault,UMAC Outdoor Performance List,Women
1,"Raasch, Eric Martin",SO-2,Martin Luther,6.25m,SMU Cardinal Invitational,"Apr 15, 2023",1.0,Long Jump,UMAC Outdoor Performance List,Men
2,"Petkau, Steven",SR-4,Crown,6.24m,Bethel Invitational,"Apr 15, 2023",1.9,Long Jump,UMAC Outdoor Performance List,Men
3,"Schorr, Will",SO-2,Wis.-Superior,6.22m,SMU Cardinal Invitational,"Apr 15, 2023",2.6,Long Jump,UMAC Outdoor Performance List,Men
4,"Lynch, Garrett",SO-2,Wis.-Superior,5.75m,SMU Cardinal Invitational,"Apr 15, 2023",+0.0,Long Jump,UMAC Outdoor Performance List,Men
4,"Stanton, Jeremiah",FR-1,Martin Luther,5.75m,SMU Cardinal Invitational,"Apr 15, 2023",1.9,Long Jump,UMAC Outdoor Performance List,Men
6,"Pearson, Steven",JR-3,Wis.-Superior,5.67m,Rex Foster Twilight,"Apr 7, 2023",NWI,Long Jump,UMAC Outdoor Performance List,Men
7,"Owens, Jarvis",SO-2,Bethany Lutheran,5.65m,Norse Invite,"Apr 15, 2023",+0.0,Long Jump,UMAC Outdoor Performance List,Men
8,"DeFoe, Ethan",FR-1,Wis.-Superior,5.53m,SMU Cardinal Invitational,"Apr 15, 2023",+0.0,Long Jump,UMAC Outdoor Performance List,Men
9,"Weiers, Isaac",SO-2,North Central (Minn.),5.33m,Bethel Invitational,"Apr 15, 2023",0.4,Long Jump,UMAC Outdoor Performance List,Men
10,"Anfield, Isaiah",SR-4,Crown,5.22m,Bethel Invitational,"Apr 15, 2023",+0.0,Long Jump,UMAC Outdoor Performance List,Men
1,"Witbrod, Stephanie",SO-2,Bethany Lutheran,4.94m,Norse Invite,"Apr 15, 2023",0.4,Long Jump,UMAC Outdoor Performance List,Women
2,"Peters, Kim",SO-2,Minnesota-Morris,4.44m,St Thomas Tomcat Invitational,"Apr 7, 2023",+0.0,Long Jump,UMAC Outdoor Performance List,Women
3,"Claude, Colleen",FR-1,Wis.-Superior,4.37m,SMU Cardinal Invitational,"Apr 15, 2023",1.8,Long Jump,UMAC Outdoor Performance List,Women
4,"Volk, Myla",FR-1,Wis.-Superior,4.32m,Rex Foster Twilight,"Apr 7, 2023",2.2,Long Jump,UMAC Outdoor Performance List,Women
5,"Landwer, Maggie",SO-2,Minnesota-Morris,4.24m,SMU Cardinal Invitational,"Apr 15, 2023",0.5,Long Jump,UMAC Outdoor Performance List,Women
6,"Schmitz, Cora",FR-1,Wis.-Superior,4.19m,SMU Cardinal Invitational,"Apr 15, 2023",1.7,Long Jump,UMAC Outdoor Performance List,Women
7,"McCue, Megan",JR-3,Bethany Lutheran,4.12m,Norse Invite,"Apr 15, 2023",0.2,Long Jump,UMAC Outdoor Performance List,Women
8,"James, Sheena",SO-2,Minnesota-Morris,3.94m,SMU Cardinal Invitational,"Apr 15, 2023",2.3,Long Jump,UMAC Outdoor Performance List,Women
